species	specieskey	year	month	countrycode	occurrences
Actitis hypoleucos	2481800	2023	10	FR	298
Emberiza calandra	7634625	2019	8	DE	16
Columba palumbus	2495455	2022	6	DE	2990
Cinclus cinclus	2495093	2023	6	DE	55
Columba palumbus	2495455	2021	5	DE	3942
Larus argentatus	2481139	2019	9	DE	128
Anthus spinoletta	2490255	2022	1	DE	147
Spinus spinus	6092830	2024	2	FR	453
Alauda arvensis	8077224	2020	10	DE	526
Coccothraustes coccothraustes	2494329	2024	3	DE	1164
Parus major	9705453	2024	11	DE	3894
Motacilla cinerea	2490310	2024	8	FR	322
Turdus merula	2490719	2017	12	DE	485
Accipiter nisus	2480637	2022	8	DE	269
Parus major	9705453	2022	4	FR	2296
Cinclus cinclus	2495093	2020	6	DE	25
Coloeus monedula	6100954	2023	2	FR	546
Cygnus olor	2498343	2021	8	FR	530
Turdus merula	2490719	2022	3	FR	1637
Circus aeruginosus	2480482	2018	9	DE	107
Psittacula krameri	2479226	2024	5	DE	297
Phylloscopus collybita	2493091	2024	11	DE	221
Ciconia ciconia	2481912	2024	2	FR	248
Mareca strepera	9362027	2019	3	FR	154
Mareca strepera	9362027	2020	3	DE	409
Corvus corone	9409796	2019	1	FR	648
Streptopelia decaocto	2495696	2024	4	DE	948
Circaetus gallicus	2480666	2023	5	FR	346
Picus canus	2478548	2016	5	DE	21
Circaetus gallicus	2480666	2018	5	FR	81
Aythya ferina	2498255	2019	11	FR	133
Hirundo rustica	9515886	2021	10	DE	242
Sylvia curruca	2492960	2022	6	DE	324
Charadrius hiaticula	9566659	2023	8	FR	314
Sylvia communis	2492943	2021	7	FR	187
Larus cachinnans	2481181	2021	10	DE	85
Regulus ignicapilla	6093527	2022	9	FR	322
Troglodytes troglodytes	5231438	2020	11	FR	611
Anas acuta	2498112	2020	12	DE	51
Spatula querquedula	9274012	2021	7	FR	25
Certhia brachydactyla	7806848	2023	11	FR	424
Coloeus monedula	6100954	2016	8	FR	118
Pterocles alchata	2480204	2017	9	FR	10
Curruca melanocephala	9990095	2020	2	FR	182
Ciconia nigra	2481909	2024	9	DE	77
Aquila heliaca	2480500	2023	12	FR	4
Emberiza calandra	7634625	2017	4	FR	149
Tadorna ferruginea	2498015	2024	7	DE	134
Phalacrocorax carbo	2481890	2018	6	DE	210
Poecile palustris	2487843	2019	9	DE	197
Lullula arborea	2490604	2017	10	FR	93
Coturnix coturnix	2474156	2024	5	DE	188
Athene noctua	2497266	2024	3	FR	44
Morus bassanus	2480964	2020	9	FR	81
Cepphus grylle	2481312	2019	4	DE	2
Remiz pendulinus	2487385	2019	3	FR	22
Turdus torquatus	7865305	2022	10	FR	63
Coloeus monedula	6100954	2022	4	FR	746
Certhia familiaris	2487603	2020	7	DE	58
Petronia petronia	2492350	2019	8	FR	20
Coloeus monedula	6100954	2016	11	FR	103
Strix aluco	9282206	2024	1	DE	146
Haematopus ostralegus	7788295	2021	7	FR	67
Prunella collaris	5231770	2022	6	FR	23
Falco columbarius	9813242	2020	10	FR	88
Lanius collurio	7745240	2020	4	FR	8
Certhia familiaris	2487603	2023	7	FR	71
Picus viridis	2478523	2019	12	DE	252
Limosa limosa	2481685	2024	7	FR	123
Turdus iliacus	2490781	2017	3	FR	43
Lanius excubitor	9444556	2019	10	DE	47
Chlidonias niger	2481119	2021	6	DE	38
Strix aluco	9282206	2016	9	FR	38
Podiceps cristatus	2482054	2020	4	FR	92
Picus viridis	2478523	2016	7	DE	105
Anthus petrosus	2490275	2017	2	FR	9
Lymnocryptes minimus	2481835	2022	3	DE	22
Lymnocryptes minimus	2481835	2022	6	DE	2
Oceanodroma leucorhoa	2482012	2019	12	FR	4
Jynx torquilla	8012314	2022	12	FR	2
Falco peregrinus	2481047	2016	2	FR	25
Dendrocoptes medius	8773033	2024	4	FR	94
Stercorarius longicaudus	2481613	2024	10	DE	1
Emberiza melanocephala	9613112	2019	9	FR	3
Puffinus griseus	5739277	2017	9	FR	21
Sylvia sarda	2492965	2019	12	FR	8
Calandrella brachydactyla	2490681	2023	9	DE	12
Poecile montanus	2487866	2020	7	DE	40
Pluvialis fulva	2480331	2024	7	DE	9
Strix aluco	9282206	2022	1	FR	70
Falco peregrinus	2481047	2018	5	DE	38
Luscinia svecica	4408732	2016	6	DE	18
Melanitta nigra	2498247	2017	11	DE	8
Aix galericulata	2498388	2022	12	FR	15
Actitis hypoleucos	2481800	2023	3	DE	18
Sternula albifrons	5789279	2020	6	DE	16
Limosa limosa	2481685	2024	6	FR	60
Charadrius hiaticula	9566659	2021	11	FR	65
Cepphus grylle	2481312	2023	4	DE	7
Ficedula parva	2492605	2019	8	DE	1
Aythya affinis	2498257	2022	2	DE	10
Poecile montanus	2487866	2017	8	DE	41
Hieraaetus pennatus	2480685	2019	5	FR	21
Anser brachyrhynchus	2498024	2023	6	DE	3
Luscinia svecica	4408732	2016	8	DE	5
Oxyura jamaicensis	2498305	2022	11	DE	5
Upupa epops	2498415	2021	2	FR	13
Melanitta fusca	2498238	2018	1	DE	19
Bucanetes githagineus	2494394	2021	4	FR	10
Circaetus gallicus	2480666	2022	10	FR	11
Anser caerulescens	2498167	2024	10	DE	1
Crex crex	4408498	2019	10	FR	7
Emberiza schoeniclus	2491557	2018	1	DE	16
Lophodytes cucullatus	2498408	2024	5	DE	1
Pastor roseus	5845386	2017	4	FR	2
Falco vespertinus	2481062	2023	6	DE	6
Morus bassanus	2480964	2022	11	DE	11
Cairina moschata	9751099	2024	1	DE	5
Egretta garzetta	2480876	2017	9	DE	9
Larus delawarensis	2481134	2018	3	FR	2
Charadrius vociferus	2480320	2023	3	FR	11
Coturnix coturnix	2474156	2018	8	DE	3
Falco subbuteo	2481035	2017	10	DE	7
Pyrrhocorax graculus	2482553	2019	3	DE	2
Aquila pomarina	2480505	2017	4	FR	2
Puffinus mauretanicus	5229360	2024	4	FR	5
Xenus cinereus	2481703	2019	7	FR	1
Aythya collaris	2498264	2019	12	FR	3
Aquila fasciata	5844449	2017	9	FR	3
Asio flammeus	2497295	2024	9	DE	7
Carpodacus erythrinus	2494459	2022	10	FR	6
Porzana parva	2474627	2016	5	DE	3
Phoenicopterus roseus	4352332	2018	9	DE	2
Lullula arborea	2490604	2024	1	DE	4
Branta ruficollis	5232451	2022	7	DE	1
Gelochelidon nilotica	2481263	2017	5	DE	2
Psittacula eupatria	5229055	2018	3	DE	1
Monticola solitarius	2490955	2016	6	FR	1
Otus scops	2497701	2020	11	FR	1
Hippolais icterina	2493220	2022	8	FR	2
Passer italiae	8426551	2018	6	DE	2
Fratercula arctica	2481353	2022	9	FR	1
Sitta europaea	2484916	2021	9	FR	372
Corvus corax	2482492	2021	5	DE	610
Pica pica	5229490	2018	5	FR	624
Sturnus vulgaris	9809229	2022	7	DE	949
Branta canadensis	5232437	2021	6	DE	283
Falco tinnunculus	9616058	2022	4	DE	1365
Certhia brachydactyla	7806848	2024	7	FR	957
Sylvia borin	2492942	2022	7	FR	124
Corvus corax	2482492	2020	3	DE	283
Sitta europaea	2484916	2021	1	DE	1130
Garrulus glandarius	5229493	2020	5	FR	688
Aythya ferina	2498255	2018	11	FR	91
Turdus merula	2490719	2024	3	FR	2768
Gelochelidon nilotica	2481263	2022	4	FR	85
Cygnus olor	2498343	2018	4	FR	411
Aegithalos caudatus	2495000	2022	7	FR	403
Ichthyaetus melanocephalus	8151548	2020	4	FR	106
Poecile montanus	2487866	2022	2	DE	84
Sturnus vulgaris	9809229	2023	9	DE	1922
Erithacus rubecula	2492462	2019	6	DE	517
Pica pica	5229490	2017	3	DE	362
Turdus viscivorus	2490774	2024	7	DE	148
Podiceps cristatus	2482054	2023	8	DE	820
Arenaria interpres	2481776	2020	10	FR	260
Passer montanus	5231198	2018	4	DE	191
Phalacrocorax carbo	2481890	2024	2	FR	1157
Actitis hypoleucos	2481800	2024	10	FR	279
Corvus corone	9409796	2020	9	FR	1086
Linaria cannabina	8104397	2016	4	FR	300
Actitis hypoleucos	2481800	2020	5	FR	237
Lophophanes cristatus	2487883	2022	10	FR	235
Milvus migrans	5229167	2020	3	FR	313
Mareca penelope	8000602	2019	2	DE	124
Anthus pratensis	2490266	2022	11	DE	167
Alauda arvensis	8077224	2019	10	FR	348
Sturnus vulgaris	9809229	2016	10	DE	254
Chroicocephalus genei	6065810	2021	4	FR	87
Acanthis flammea	5231630	2019	3	FR	1
Poecile palustris	2487843	2021	1	DE	492
Poecile palustris	2487843	2022	2	DE	527
Milvus milvus	5229168	2021	10	FR	174
Sylvia borin	2492942	2019	5	FR	225
Vanellus vanellus	2480242	2022	7	FR	269
Columba oenas	2495471	2020	5	DE	335
Calidris pusilla	2481764	2020	9	FR	11
Tachybaptus ruficollis	2482048	2018	11	DE	176
Columba palumbus	2495455	2017	11	DE	219
Serinus serinus	2494200	2016	9	FR	49
Coloeus monedula	6100954	2019	8	DE	134
Columba livia	2495414	2017	8	DE	192
Curruca subalpina	9478399	2016	5	FR	5
Aegypius monachus	5229165	2021	5	FR	11
Sylvia atricapilla	2492956	2020	11	FR	250
Merops apiaster	2475443	2022	6	FR	168
Haematopus ostralegus	7788295	2018	2	FR	26
Circus aeruginosus	2480482	2021	2	FR	153
Turdus philomelos	7901064	2022	2	DE	196
Lanius collurio	7745240	2021	6	DE	507
Vanellus vanellus	2480242	2018	6	DE	126
Poecile montanus	2487866	2023	8	FR	86
Prunella modularis	5231763	2019	1	FR	171
Sterna hirundo	9367409	2016	5	DE	89
Emberiza hortulana	2491482	2021	6	FR	29
Aegithalos caudatus	2495000	2021	9	FR	322
Podiceps nigricollis	2482065	2016	2	DE	8
Actitis hypoleucos	2481800	2018	9	DE	109
Sylvia hortensis	2492944	2022	8	FR	5
Sylvia borin	2492942	2016	5	FR	156
Porphyrio porphyrio	2474416	2019	3	FR	12
Sternula albifrons	5789279	2022	9	FR	46
Branta bernicla	5232446	2019	12	FR	90
Calidris canutus	2481765	2018	11	FR	2
Delichon urbicum	2489214	2024	10	DE	88
Tringa ochropus	2481728	2019	10	DE	31
Lophophanes cristatus	2487883	2019	12	FR	100
Pyrrhula pyrrhula	2494543	2016	2	FR	28
Falco peregrinus	2481047	2020	2	FR	51
Recurvirostra avosetta	2480259	2024	10	FR	139
Larus cachinnans	2481181	2021	10	FR	13
Tringa ochropus	2481728	2016	7	FR	77
Chroicocephalus genei	6065810	2022	6	FR	96
Puffinus griseus	5739277	2020	10	FR	25
Larus cachinnans	2481181	2021	3	FR	9
Platalea leucorodia	2480801	2021	1	FR	61
Emberiza pusilla	2491544	2020	10	DE	32
Emberiza cia	2491498	2019	4	FR	21
Alca torda	8277073	2022	4	FR	12
Podiceps nigricollis	2482065	2021	10	DE	42
Rallus aquaticus	2474831	2018	1	FR	37
Branta leucopsis	5232464	2019	6	DE	25
Mareca penelope	8000602	2016	6	FR	8
Sylvia communis	2492943	2017	7	DE	48
Bubo bubo	5959092	2018	5	FR	11
Phalaropus lobatus	5739290	2022	8	DE	25
Pandion haliaetus	2480726	2024	6	FR	50
Ardea purpurea	2480934	2022	9	DE	9
Anthus trivialis	2490246	2022	3	FR	12
Sylvia communis	2492943	2020	10	DE	3
Picoides tridactylus	2477804	2021	12	FR	1
Aquila chrysaetos	2480506	2018	11	DE	4
Cygnus columbianus	2498338	2017	3	FR	3
Spatula versicolor	9305555	2021	9	DE	2
Limosa limosa	2481685	2017	10	DE	5
Rhea americana	2495165	2024	3	DE	4
Gypaetus barbatus	2480649	2019	2	FR	7
Tetrax tetrax	5228228	2018	12	FR	1
Larus delawarensis	2481134	2021	1	FR	3
Branta hutchinsii	5232452	2024	7	DE	2
Phylloscopus bonelli	2493070	2018	9	FR	7
Calidris melanotos	2481744	2016	5	FR	1
Phylloscopus fuscatus	2493075	2021	11	DE	3
Ficedula hypoleuca	2492606	2018	6	FR	4
Sternula albifrons	5789279	2023	11	FR	2
Anser fabalis	2498027	2024	3	DE	2
Xema sabini	2481221	2018	8	FR	3
Curruca melanocephala	9990095	2021	5	DE	1
Phasianus versicolor	5227775	2022	12	FR	1
Pastor roseus	5845386	2019	7	DE	1
Erithacus rubecula	2492462	2018	6	FR	326
Coloeus monedula	6100954	2021	4	FR	477
Hirundo rustica	9515886	2019	4	FR	1037
Branta canadensis	5232437	2022	3	DE	850
Passer domesticus	5231190	2020	6	DE	914
Calidris minuta	2481749	2023	9	FR	164
Anthus campestris	2490274	2021	6	FR	64
Tringa glareola	2481713	2023	7	DE	314
Larus canus	7982160	2020	5	DE	204
Phasianus colchicus	9752149	2024	3	DE	860
Acrocephalus scirpaceus	2493118	2019	6	DE	230
Corvus corone	9409796	2022	9	DE	1936
Mergus serrator	2498375	2021	1	FR	60
Delichon urbicum	2489214	2022	8	FR	977
Delichon urbicum	2489214	2022	8	DE	1317
Columba palumbus	2495455	2016	8	FR	636
Gallinula chloropus	5228199	2022	12	FR	520
Emberiza schoeniclus	2491557	2023	11	DE	275
Tadorna tadorna	2498009	2023	3	FR	487
Hydrobates pelagicus	4408455	2023	8	FR	269
Nycticorax nycticorax	2480863	2021	5	FR	153
Corvus corone	9409796	2019	9	DE	865
Netta rufina	2498180	2023	3	FR	160
Phylloscopus trochilus	2493052	2019	4	DE	522
Streptopelia decaocto	2495696	2018	4	FR	463
Podiceps cristatus	2482054	2022	10	DE	671
Tringa ochropus	2481728	2016	3	FR	68
Troglodytes troglodytes	5231438	2018	7	FR	279
Serinus serinus	2494200	2016	10	FR	75
Corvus corax	2482492	2016	5	FR	72
Aythya ferina	2498255	2017	9	FR	82
Carduelis carduelis	2494686	2018	8	DE	228
Tadorna ferruginea	2498015	2021	4	DE	359
Tyto alba	2497921	2020	5	FR	33
Streptopelia turtur	2495708	2024	9	FR	94
Gallinago gallinago	2481819	2024	10	FR	435
Troglodytes troglodytes	5231438	2020	11	DE	854
Prunella modularis	5231763	2021	2	DE	407
Panurus biarmicus	2493367	2020	8	FR	29
Alcedo atthis	2475532	2019	3	DE	98
Himantopus himantopus	5229126	2023	5	FR	771
Larus fuscus	2481174	2024	7	FR	234
Sylvia curruca	2492960	2023	7	DE	153
Coloeus monedula	6100954	2023	11	DE	914
Phasianus colchicus	9752149	2023	4	FR	741
Saxicola rubicola	4408759	2017	4	FR	189
Emberiza citrinella	2491534	2019	9	FR	68
Anthus pratensis	2490266	2024	5	DE	449
Circus aeruginosus	2480482	2023	4	FR	643
Columba livia	2495414	2016	7	DE	110
Phoenicurus ochruros	5739315	2020	10	DE	539
Streptopelia decaocto	2495696	2022	3	FR	620
Burhinus oedicnemus	2482100	2019	4	FR	61
Troglodytes troglodytes	5231438	2024	8	DE	1158
Larus argentatus	2481139	2021	4	DE	244
Bubo bubo	5959092	2022	4	FR	24
Acrocephalus scirpaceus	2493118	2016	8	FR	68
Phoenicurus ochruros	5739315	2018	10	FR	303
Lophophanes cristatus	2487883	2018	7	FR	82
Calidris pugnax	8250742	2020	8	FR	68
Turdus iliacus	2490781	2018	3	FR	81
Anas crecca	8214667	2023	12	FR	441
Cinclus cinclus	2495093	2018	12	DE	31
Chloris chloris	5845582	2016	2	FR	159
Strix aluco	9282206	2016	8	FR	24
Troglodytes troglodytes	5231438	2019	9	FR	287
Mergus merganser	9537647	2021	8	DE	84
Loxia curvirostra	9629160	2023	7	DE	96
Aythya ferina	2498255	2018	3	FR	105
Gallinula chloropus	5228199	2019	2	DE	188
Pluvialis squatarola	2480327	2024	10	FR	239
Larus argentatus	2481139	2019	1	FR	187
Corvus cornix	2482515	2023	5	FR	161
Tringa nebularia	2481726	2024	10	DE	210
Coccothraustes coccothraustes	2494329	2022	8	DE	210
Limosa limosa	2481685	2021	12	FR	32
Asio flammeus	2497295	2019	4	DE	3
Platalea leucorodia	2480801	2020	7	FR	63
Ardea purpurea	2480934	2023	7	FR	151
Pluvialis squatarola	2480327	2022	6	FR	12
Arenaria interpres	2481776	2023	3	FR	83
Riparia riparia	2489160	2022	7	FR	197
Strix aluco	9282206	2019	6	FR	41
Turdus pilaris	2490737	2018	1	FR	80
Passer montanus	5231198	2024	8	FR	91
Rallus aquaticus	2474831	2020	9	FR	144
Dryobates minor	9015784	2022	11	DE	46
Haematopus ostralegus	7788295	2020	7	DE	140
Streptopelia turtur	2495708	2020	7	DE	71
Calidris alpina	2481759	2017	10	DE	108
Gyps fulvus	2480389	2023	6	FR	200
Gavia arctica	2481959	2021	11	DE	27
Sylvia undata	2492949	2021	10	FR	69
Corvus corax	2482492	2020	5	FR	100
Recurvirostra avosetta	2480259	2018	2	FR	16
Motacilla alba	9687165	2016	8	DE	146
Oenanthe oenanthe	5231240	2019	9	DE	85
Podiceps grisegena	2482051	2020	4	DE	69
Poecile montanus	2487866	2020	8	FR	41
Alca torda	8277073	2022	9	DE	6
Merops apiaster	2475443	2019	6	FR	51
Oenanthe isabellina	5231245	2023	10	FR	12
Thalasseus sandvicensis	2481240	2018	7	FR	60
Hydrocoloeus minutus	6065841	2016	10	DE	8
Gyps fulvus	2480389	2023	3	FR	74
Riparia riparia	2489160	2016	9	FR	94
Sterna paradisaea	5229230	2016	7	DE	7
Podiceps cristatus	2482054	2020	6	FR	237
Gavia stellata	2481958	2017	10	FR	17
Mareca penelope	8000602	2016	8	DE	5
Larus cachinnans	2481181	2016	2	FR	12
Saxicola rubicola	4408759	2018	2	FR	51
Alectoris graeca	2474055	2016	8	FR	5
Prunella modularis	5231763	2016	7	DE	54
Somateria mollissima	2498352	2019	1	FR	6
Threskiornis aethiopicus	2480764	2019	9	FR	12
Sitta europaea	2484916	2016	2	FR	71
Uria aalge	2481342	2021	11	FR	56
Lanius meridionalis	7341500	2020	2	FR	15
Chroicocephalus genei	6065810	2018	9	FR	22
Coturnix coturnix	2474156	2024	9	FR	13
Cygnus atratus	2498344	2019	10	FR	17
Morus bassanus	2480964	2023	4	DE	39
Anthus richardi	9465111	2019	10	FR	4
Pluvialis dominica	2480328	2017	5	FR	9
Burhinus oedicnemus	2482100	2018	12	FR	5
Sitta whiteheadi	2484886	2021	9	FR	8
Clamator glandarius	2496464	2020	3	FR	20
Morus bassanus	2480964	2021	3	FR	41
Calidris subruficollis	8292425	2021	8	FR	5
Phoenicopterus chilensis	2481110	2021	3	FR	2
Emberiza cia	2491498	2018	4	FR	15
Stercorarius parasiticus	2481621	2021	5	DE	1
Acrocephalus arundinaceus	2493128	2016	10	FR	2
Alectoris rufa	2474051	2021	12	FR	20
Fulmarus glacialis	2481433	2016	4	FR	3
Lagopus muta	5227679	2020	8	FR	10
Porzana porzana	2474621	2021	9	DE	16
Curruca iberiae	10700636	2020	3	FR	3
Acanthis flammea	5231630	2016	2	DE	4
Ichthyaetus melanocephalus	8151548	2016	10	DE	4
Cepphus grylle	2481312	2024	9	FR	1
Acanthis flammea	5231630	2023	4	FR	9
Calidris melanotos	2481744	2019	10	FR	1
Asio otus	2497306	2018	11	DE	4
Phalacrocorax aristotelis	2481861	2024	9	DE	5
Uria aalge	2481342	2018	6	FR	4
Asio flammeus	2497295	2016	3	FR	5
Larus cachinnans	2481181	2018	4	FR	3
Aquila chrysaetos	2480506	2016	5	DE	3
Tetrastes bonasia	2473663	2020	7	DE	1
Aythya collaris	2498264	2022	5	FR	2
Geronticus eremita	2480770	2020	2	FR	2
Pelecanus onocrotalus	2480350	2019	2	DE	1
Emberiza cia	2491498	2016	9	FR	2
Aquila fasciata	5844449	2016	12	FR	2
Passer italiae	8426551	2017	2	FR	1
Puffinus puffinus	5229380	2020	5	FR	1
Asio flammeus	2497295	2020	4	FR	3
Haliaeetus albicilla	2480449	2018	9	FR	1
Anas bahamensis	2498090	2018	8	DE	1
Anser serrirostris	7340170	2024	5	FR	1
Petronia petronia	2492350	2023	10	FR	1
Calonectris diomedea	2481521	2024	11	FR	1
Tadorna ferruginea	2498015	2024	7	FR	1
Anser serrirostris	7340170	2016	8	DE	1
Anas crecca	8214667	2020	9	FR	233
Rallus aquaticus	2474831	2016	3	FR	64
Linaria cannabina	8104397	2023	4	FR	1046
Delichon urbicum	2489214	2023	4	FR	855
Corvus corone	9409796	2024	9	FR	2507
Cisticola juncidis	2492822	2016	7	FR	106
Phalacrocorax carbo	2481890	2024	5	DE	2333
Parus major	9705453	2022	7	FR	1268
Milvus milvus	5229168	2022	2	FR	179
Columba oenas	2495471	2020	4	DE	287
Aythya ferina	2498255	2017	12	DE	145
Luscinia megarhynchos	7660710	2023	5	DE	2012
Himantopus himantopus	5229126	2024	5	FR	796
Hirundo rustica	9515886	2022	8	FR	1536
Coloeus monedula	6100954	2023	8	DE	465
Picus viridis	2478523	2016	11	FR	108
Netta rufina	2498180	2021	8	DE	81
Columba palumbus	2495455	2022	2	DE	1799
Ardea cinerea	9797180	2022	8	DE	1528
Elanus caeruleus	2480372	2024	10	FR	83
Troglodytes troglodytes	5231438	2022	6	DE	1230
Phoenicurus phoenicurus	5739317	2018	4	FR	137
Buteo buteo	2480537	2024	5	FR	1595
Certhia brachydactyla	7806848	2021	4	FR	699
Anser serrirostris	7340170	2021	4	DE	24
Picus viridis	2478523	2020	10	FR	511
Columba oenas	2495471	2021	1	DE	53
Acrocephalus scirpaceus	2493118	2022	7	DE	550
Lullula arborea	2490604	2021	5	DE	131
Aix galericulata	2498388	2023	6	DE	129
Hieraaetus pennatus	2480685	2023	3	FR	21
Columba oenas	2495471	2016	4	FR	50
Phoenicurus ochruros	5739315	2016	11	FR	68
Corvus corone	9409796	2021	8	FR	1331
Haliaeetus albicilla	2480449	2021	1	DE	74
Lophophanes cristatus	2487883	2022	9	FR	214
Podiceps cristatus	2482054	2019	10	DE	226
Motacilla cinerea	2490310	2024	3	DE	466
Corvus cornix	2482515	2023	1	DE	534
Dryocopus martius	2477872	2021	6	FR	95
Tringa nebularia	2481726	2021	9	FR	260
Regulus regulus	2484596	2018	12	DE	119
Tachybaptus ruficollis	2482048	2019	12	FR	167
Delichon urbicum	2489214	2018	5	DE	360
Corvus corax	2482492	2022	8	FR	324
Anas acuta	2498112	2021	10	FR	76
Delichon urbicum	2489214	2020	3	DE	12
Ciconia ciconia	2481912	2021	6	DE	501
Aix galericulata	2498388	2024	10	DE	149
Ardea alba	9752617	2018	4	FR	162
Aythya fuligula	2498261	2019	1	FR	179
Streptopelia decaocto	2495696	2019	10	FR	449
Gallinago gallinago	2481819	2017	5	FR	10
Anthus pratensis	2490266	2022	8	DE	127
Lanius collurio	7745240	2019	6	DE	203
Anas platyrhynchos	9761484	2017	8	DE	332
Merops apiaster	2475443	2024	7	FR	351
Cepphus grylle	2481312	2024	5	DE	44
Aix galericulata	2498388	2023	7	DE	133
Chroicocephalus ridibundus	6065824	2016	2	FR	299
Botaurus stellaris	2480910	2020	4	DE	22
Falco peregrinus	2481047	2021	5	DE	122
Branta canadensis	5232437	2024	10	FR	155
Puffinus yelkouan	5229377	2023	12	FR	10
Hirundo rustica	9515886	2016	4	DE	284
Larus michahellis	9413670	2017	4	DE	89
Saxicola rubicola	4408759	2017	6	FR	90
Lullula arborea	2490604	2024	9	DE	55
Mareca strepera	9362027	2017	4	FR	112
Fringilla montifringilla	2494441	2016	10	DE	83
Loxia curvirostra	9629160	2024	5	FR	135
Acrocephalus scirpaceus	2493118	2020	7	FR	191
Tringa erythropus	2481725	2016	8	FR	25
Larus argentatus	2481139	2016	6	FR	95
Loxia curvirostra	9629160	2024	2	FR	99
Gallinago gallinago	2481819	2016	7	FR	16
Vanellus vanellus	2480242	2018	11	FR	178
Gypaetus barbatus	2480649	2022	7	FR	47
Psittacula krameri	2479226	2024	9	DE	218
Gelochelidon nilotica	2481263	2020	4	FR	13
Anser brachyrhynchus	2498024	2018	9	DE	5
Hippolais icterina	2493220	2019	6	FR	13
Mergus serrator	2498375	2016	1	DE	5
Sylvia borin	2492942	2020	7	FR	94
Calidris canutus	2481765	2022	9	DE	107
Cinclus cinclus	2495093	2023	10	DE	49
Phoenicopterus roseus	4352332	2018	12	FR	44
Larus fuscus	2481174	2020	6	FR	52
Circaetus gallicus	2480666	2020	4	FR	53
Asio otus	2497306	2022	10	DE	20
Upupa epops	2498415	2018	6	DE	9
Turdus pilaris	2490737	2022	4	FR	53
Sylvia hortensis	2492944	2016	4	FR	8
Podiceps grisegena	2482051	2020	11	DE	33
Platalea leucorodia	2480801	2018	9	FR	59
Pyrrhocorax graculus	2482553	2022	2	DE	4
Tringa erythropus	2481725	2020	10	FR	46
Picus canus	2478548	2016	9	DE	5
Egretta garzetta	2480876	2018	6	DE	6
Linaria flavirostris	7668711	2023	12	DE	18
Recurvirostra avosetta	2480259	2020	12	DE	1
Actitis hypoleucos	2481800	2023	1	DE	12
Falco eleonorae	2481037	2020	7	FR	14
Cygnus atratus	2498344	2022	2	DE	22
Falco columbarius	9813242	2023	2	FR	21
Alectoris graeca	2474055	2019	9	FR	1
Rissa tridactyla	2481205	2021	4	DE	1
Larus cachinnans	2481181	2022	11	FR	9
Anser erythropus	2498026	2017	12	DE	5
Anser brachyrhynchus	2498024	2022	12	DE	11
Vanellus gregarius	5229138	2023	10	FR	8
Chlidonias hybrida	2481121	2023	2	FR	11
Uria aalge	2481342	2017	4	FR	8
Anas crecca	8214667	2020	7	FR	31
Arenaria interpres	2481776	2017	9	DE	14
Lanius senator	2492867	2023	7	FR	37
Euodice malabarica	5789082	2021	10	FR	7
Lagopus muta	5227679	2018	6	DE	4
Cuculus canorus	5231918	2018	8	DE	11
Curruca iberiae	10700636	2022	7	FR	20
Sylvia sarda	2492965	2020	1	FR	5
Asio otus	2497306	2018	2	FR	7
Porzana porzana	2474621	2024	5	FR	3
Calonectris diomedea	2481521	2017	10	FR	10
Tringa ochropus	2481728	2021	5	FR	8
Anthus spinoletta	2490255	2021	7	DE	18
Chlidonias leucopterus	2481120	2020	6	FR	6
Phylloscopus inornatus	2493095	2020	12	FR	1
Scolopax rusticola	2481700	2023	12	DE	18
Caprimulgus europaeus	8109681	2017	9	FR	7
Himantopus himantopus	5229126	2020	7	DE	8
Larus cachinnans	2481181	2019	8	DE	26
Milvus migrans	5229167	2024	2	FR	16
Hydrobates pelagicus	4408455	2022	9	FR	7
Gallinago gallinago	2481819	2023	7	FR	6
